,Benchmark,Score,jdk,machine,benchmark,iteration,config
3458,jvbench.blackscholes.BlackscholesBenchmark.serial,1.521,19,MAVX2,blackscholes,10,serial
3459,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.82,19,MAVX2,lavaMD,1,autoVec
3460,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.821,19,MAVX2,lavaMD,2,autoVec
3461,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.82,19,MAVX2,lavaMD,3,autoVec
3462,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.819,19,MAVX2,lavaMD,4,autoVec
3463,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.811,19,MAVX2,lavaMD,5,autoVec
3464,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.819,19,MAVX2,lavaMD,6,autoVec
3465,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.811,19,MAVX2,lavaMD,7,autoVec
3466,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.822,19,MAVX2,lavaMD,8,autoVec
3467,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.828,19,MAVX2,lavaMD,9,autoVec
3468,jvbench.lavaMD.LavaMDBenchmark.autoVec,3.825,19,MAVX2,lavaMD,10,autoVec
3469,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.438,19,MAVX2,lavaMD,1,explicitVec
3470,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.438,19,MAVX2,lavaMD,2,explicitVec
3471,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.435,19,MAVX2,lavaMD,3,explicitVec
3472,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.435,19,MAVX2,lavaMD,4,explicitVec
3473,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.438,19,MAVX2,lavaMD,5,explicitVec
3474,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.438,19,MAVX2,lavaMD,6,explicitVec
3475,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.435,19,MAVX2,lavaMD,7,explicitVec
3476,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.435,19,MAVX2,lavaMD,8,explicitVec
3477,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.436,19,MAVX2,lavaMD,9,explicitVec
3478,jvbench.lavaMD.LavaMDBenchmark.explicitVec,0.438,19,MAVX2,lavaMD,10,explicitVec
3479,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.434,19,MAVX2,lavaMD,1,fullVec
3480,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.435,19,MAVX2,lavaMD,2,fullVec
3481,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.435,19,MAVX2,lavaMD,3,fullVec
3482,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.438,19,MAVX2,lavaMD,4,fullVec
3483,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.438,19,MAVX2,lavaMD,5,fullVec
3484,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.435,19,MAVX2,lavaMD,6,fullVec
3485,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.435,19,MAVX2,lavaMD,7,fullVec
3486,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.438,19,MAVX2,lavaMD,8,fullVec
3487,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.438,19,MAVX2,lavaMD,9,fullVec
3488,jvbench.lavaMD.LavaMDBenchmark.fullVec,0.439,19,MAVX2,lavaMD,10,fullVec
3489,jvbench.lavaMD.LavaMDBenchmark.serial,3.787,19,MAVX2,lavaMD,1,serial
3490,jvbench.lavaMD.LavaMDBenchmark.serial,3.792,19,MAVX2,lavaMD,2,serial
3491,jvbench.lavaMD.LavaMDBenchmark.serial,3.8,19,MAVX2,lavaMD,3,serial
3492,jvbench.lavaMD.LavaMDBenchmark.serial,3.799,19,MAVX2,lavaMD,4,serial
3493,jvbench.lavaMD.LavaMDBenchmark.serial,3.798,19,MAVX2,lavaMD,5,serial
3494,jvbench.lavaMD.LavaMDBenchmark.serial,3.799,19,MAVX2,lavaMD,6,serial
3495,jvbench.lavaMD.LavaMDBenchmark.serial,3.799,19,MAVX2,lavaMD,7,serial
3496,jvbench.lavaMD.LavaMDBenchmark.serial,3.799,19,MAVX2,lavaMD,8,serial
3497,jvbench.lavaMD.LavaMDBenchmark.serial,3.799,19,MAVX2,lavaMD,9,serial
3498,jvbench.lavaMD.LavaMDBenchmark.serial,3.799,19,MAVX2,lavaMD,10,serial
3499,jvbench.pathfinder.PathfinderBenchmark.autoVec,5.641,19,MAVX2,pathfinder,1,autoVec
3500,jvbench.pathfinder.PathfinderBenchmark.autoVec,5.646,19,MAVX2,pathfinder,2,autoVec
3501,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.488,19,MAVX2,pathfinder,3,autoVec
3502,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.487,19,MAVX2,pathfinder,4,autoVec
3503,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.491,19,MAVX2,pathfinder,5,autoVec
3504,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.49,19,MAVX2,pathfinder,6,autoVec
3505,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.484,19,MAVX2,pathfinder,7,autoVec
3506,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.483,19,MAVX2,pathfinder,8,autoVec
3507,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.484,19,MAVX2,pathfinder,9,autoVec
3508,jvbench.pathfinder.PathfinderBenchmark.autoVec,2.483,19,MAVX2,pathfinder,10,autoVec
3509,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.01,19,MAVX2,pathfinder,1,explicitVec
3510,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.006,19,MAVX2,pathfinder,2,explicitVec
3511,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.004,19,MAVX2,pathfinder,3,explicitVec
3512,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.005,19,MAVX2,pathfinder,4,explicitVec
3513,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.002,19,MAVX2,pathfinder,5,explicitVec
3514,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.008,19,MAVX2,pathfinder,6,explicitVec
3515,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.005,19,MAVX2,pathfinder,7,explicitVec
3516,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.013,19,MAVX2,pathfinder,8,explicitVec
3517,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.006,19,MAVX2,pathfinder,9,explicitVec
3518,jvbench.pathfinder.PathfinderBenchmark.explicitVec,1.004,19,MAVX2,pathfinder,10,explicitVec
3519,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.017,19,MAVX2,pathfinder,1,fullVec
3520,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.016,19,MAVX2,pathfinder,2,fullVec
3521,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.015,19,MAVX2,pathfinder,3,fullVec
3522,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.016,19,MAVX2,pathfinder,4,fullVec
3523,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.012,19,MAVX2,pathfinder,5,fullVec
3524,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.015,19,MAVX2,pathfinder,6,fullVec
3525,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.036,19,MAVX2,pathfinder,7,fullVec
3526,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.012,19,MAVX2,pathfinder,8,fullVec
3527,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.015,19,MAVX2,pathfinder,9,fullVec
3528,jvbench.pathfinder.PathfinderBenchmark.fullVec,1.098,19,MAVX2,pathfinder,10,fullVec
3529,jvbench.pathfinder.PathfinderBenchmark.serial,5.862,19,MAVX2,pathfinder,1,serial
3530,jvbench.pathfinder.PathfinderBenchmark.serial,5.88,19,MAVX2,pathfinder,2,serial
3531,jvbench.pathfinder.PathfinderBenchmark.serial,2.471,19,MAVX2,pathfinder,3,serial
3532,jvbench.pathfinder.PathfinderBenchmark.serial,2.464,19,MAVX2,pathfinder,4,serial
3533,jvbench.pathfinder.PathfinderBenchmark.serial,2.462,19,MAVX2,pathfinder,5,serial
3534,jvbench.pathfinder.PathfinderBenchmark.serial,2.466,19,MAVX2,pathfinder,6,serial
3535,jvbench.pathfinder.PathfinderBenchmark.serial,2.475,19,MAVX2,pathfinder,7,serial
3536,jvbench.pathfinder.PathfinderBenchmark.serial,2.47,19,MAVX2,pathfinder,8,serial
3537,jvbench.pathfinder.PathfinderBenchmark.serial,2.488,19,MAVX2,pathfinder,9,serial
3538,jvbench.pathfinder.PathfinderBenchmark.serial,2.482,19,MAVX2,pathfinder,10,serial
3539,jvbench.somier.SomierBenchmark.autoVec,2.135,19,MAVX2,somier,1,autoVec
3540,jvbench.somier.SomierBenchmark.autoVec,2.134,19,MAVX2,somier,2,autoVec
3541,jvbench.somier.SomierBenchmark.autoVec,2.134,19,MAVX2,somier,3,autoVec
3542,jvbench.somier.SomierBenchmark.autoVec,2.137,19,MAVX2,somier,4,autoVec
3543,jvbench.somier.SomierBenchmark.autoVec,2.136,19,MAVX2,somier,5,autoVec
3544,jvbench.somier.SomierBenchmark.autoVec,2.135,19,MAVX2,somier,6,autoVec
3545,jvbench.somier.SomierBenchmark.autoVec,2.136,19,MAVX2,somier,7,autoVec
3546,jvbench.somier.SomierBenchmark.autoVec,2.136,19,MAVX2,somier,8,autoVec
3547,jvbench.somier.SomierBenchmark.autoVec,2.135,19,MAVX2,somier,9,autoVec
3548,jvbench.somier.SomierBenchmark.autoVec,2.137,19,MAVX2,somier,10,autoVec
3549,jvbench.somier.SomierBenchmark.explicitVec,0.626,19,MAVX2,somier,1,explicitVec
3550,jvbench.somier.SomierBenchmark.explicitVec,0.622,19,MAVX2,somier,2,explicitVec
3551,jvbench.somier.SomierBenchmark.explicitVec,0.622,19,MAVX2,somier,3,explicitVec
3552,jvbench.somier.SomierBenchmark.explicitVec,0.63,19,MAVX2,somier,4,explicitVec
3553,jvbench.somier.SomierBenchmark.explicitVec,0.621,19,MAVX2,somier,5,explicitVec
3554,jvbench.somier.SomierBenchmark.explicitVec,0.622,19,MAVX2,somier,6,explicitVec
3555,jvbench.somier.SomierBenchmark.explicitVec,0.622,19,MAVX2,somier,7,explicitVec
3556,jvbench.somier.SomierBenchmark.explicitVec,0.63,19,MAVX2,somier,8,explicitVec
3557,jvbench.somier.SomierBenchmark.explicitVec,0.639,19,MAVX2,somier,9,explicitVec
3558,jvbench.somier.SomierBenchmark.explicitVec,0.622,19,MAVX2,somier,10,explicitVec
3559,jvbench.somier.SomierBenchmark.fullVec,0.623,19,MAVX2,somier,1,fullVec
3560,jvbench.somier.SomierBenchmark.fullVec,0.62,19,MAVX2,somier,2,fullVec
3561,jvbench.somier.SomierBenchmark.fullVec,0.622,19,MAVX2,somier,3,fullVec
3562,jvbench.somier.SomierBenchmark.fullVec,0.62,19,MAVX2,somier,4,fullVec
3563,jvbench.somier.SomierBenchmark.fullVec,0.621,19,MAVX2,somier,5,fullVec
3564,jvbench.somier.SomierBenchmark.fullVec,0.623,19,MAVX2,somier,6,fullVec
3565,jvbench.somier.SomierBenchmark.fullVec,0.621,19,MAVX2,somier,7,fullVec
3566,jvbench.somier.SomierBenchmark.fullVec,0.62,19,MAVX2,somier,8,fullVec
3567,jvbench.somier.SomierBenchmark.fullVec,0.622,19,MAVX2,somier,9,fullVec
3568,jvbench.somier.SomierBenchmark.fullVec,0.621,19,MAVX2,somier,10,fullVec
3569,jvbench.somier.SomierBenchmark.serial,2.191,19,MAVX2,somier,1,serial
3570,jvbench.somier.SomierBenchmark.serial,2.194,19,MAVX2,somier,2,serial
3571,jvbench.somier.SomierBenchmark.serial,2.2,19,MAVX2,somier,3,serial
3572,jvbench.somier.SomierBenchmark.serial,2.201,19,MAVX2,somier,4,serial
3573,jvbench.somier.SomierBenchmark.serial,2.204,19,MAVX2,somier,5,serial
3574,jvbench.somier.SomierBenchmark.serial,2.196,19,MAVX2,somier,6,serial
3575,jvbench.somier.SomierBenchmark.serial,2.193,19,MAVX2,somier,7,serial
3576,jvbench.somier.SomierBenchmark.serial,2.193,19,MAVX2,somier,8,serial
3577,jvbench.somier.SomierBenchmark.serial,2.194,19,MAVX2,somier,9,serial
3578,jvbench.somier.SomierBenchmark.serial,2.193,19,MAVX2,somier,10,serial
3579,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.25,19,MAVX2,particlefilter,1,autoVec
3580,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.247,19,MAVX2,particlefilter,2,autoVec
3581,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.224,19,MAVX2,particlefilter,3,autoVec
3582,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.247,19,MAVX2,particlefilter,4,autoVec
3583,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.181,19,MAVX2,particlefilter,5,autoVec
3584,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.241,19,MAVX2,particlefilter,6,autoVec
3585,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.082,19,MAVX2,particlefilter,7,autoVec
3586,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.317,19,MAVX2,particlefilter,8,autoVec
3587,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.234,19,MAVX2,particlefilter,9,autoVec
3588,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.226,19,MAVX2,particlefilter,10,autoVec
3589,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.021,19,MAVX2,particlefilter,1,explicitVec
3590,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.031,19,MAVX2,particlefilter,2,explicitVec
3591,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.02,19,MAVX2,particlefilter,3,explicitVec
3592,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.051,19,MAVX2,particlefilter,4,explicitVec
3593,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.042,19,MAVX2,particlefilter,5,explicitVec
3594,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.04,19,MAVX2,particlefilter,6,explicitVec
3595,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.018,19,MAVX2,particlefilter,7,explicitVec
3596,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.021,19,MAVX2,particlefilter,8,explicitVec
3597,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.012,19,MAVX2,particlefilter,9,explicitVec
3598,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,5.004,19,MAVX2,particlefilter,10,explicitVec
3599,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.91,19,MAVX2,particlefilter,1,fullVec
3600,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.91,19,MAVX2,particlefilter,2,fullVec
3601,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.911,19,MAVX2,particlefilter,3,fullVec
3602,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.901,19,MAVX2,particlefilter,4,fullVec
3603,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.907,19,MAVX2,particlefilter,5,fullVec
3604,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.9,19,MAVX2,particlefilter,6,fullVec
3605,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.904,19,MAVX2,particlefilter,7,fullVec
3606,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.926,19,MAVX2,particlefilter,8,fullVec
3607,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.949,19,MAVX2,particlefilter,9,fullVec
3608,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,4.913,19,MAVX2,particlefilter,10,fullVec
3609,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.091,19,MAVX2,particlefilter,1,serial
3610,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.13,19,MAVX2,particlefilter,2,serial
3611,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.147,19,MAVX2,particlefilter,3,serial
3612,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.166,19,MAVX2,particlefilter,4,serial
3613,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.194,19,MAVX2,particlefilter,5,serial
3614,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.184,19,MAVX2,particlefilter,6,serial
3615,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.109,19,MAVX2,particlefilter,7,serial
3616,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.098,19,MAVX2,particlefilter,8,serial
3617,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.165,19,MAVX2,particlefilter,9,serial
3618,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.175,19,MAVX2,particlefilter,10,serial
3619,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.014,19,MAVX2,jacobi2d,1,autoVec
3620,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.024,19,MAVX2,jacobi2d,2,autoVec
3621,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.016,19,MAVX2,jacobi2d,3,autoVec
3622,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.029,19,MAVX2,jacobi2d,4,autoVec
3623,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.016,19,MAVX2,jacobi2d,5,autoVec
3624,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.015,19,MAVX2,jacobi2d,6,autoVec
3625,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.013,19,MAVX2,jacobi2d,7,autoVec
3626,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.015,19,MAVX2,jacobi2d,8,autoVec
3627,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.014,19,MAVX2,jacobi2d,9,autoVec
3628,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.015,19,MAVX2,jacobi2d,10,autoVec
3629,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.403,19,MAVX2,jacobi2d,1,explicitVec
3630,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.409,19,MAVX2,jacobi2d,2,explicitVec
3631,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.404,19,MAVX2,jacobi2d,3,explicitVec
3632,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.406,19,MAVX2,jacobi2d,4,explicitVec
3633,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.399,19,MAVX2,jacobi2d,5,explicitVec
3634,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.4,19,MAVX2,jacobi2d,6,explicitVec
3635,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.416,19,MAVX2,jacobi2d,7,explicitVec
3636,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.398,19,MAVX2,jacobi2d,8,explicitVec
3637,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.393,19,MAVX2,jacobi2d,9,explicitVec
3638,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.397,19,MAVX2,jacobi2d,10,explicitVec
3639,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.407,19,MAVX2,jacobi2d,1,fullVec
3640,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.406,19,MAVX2,jacobi2d,2,fullVec
3641,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.409,19,MAVX2,jacobi2d,3,fullVec
3642,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.406,19,MAVX2,jacobi2d,4,fullVec
3643,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.411,19,MAVX2,jacobi2d,5,fullVec
3644,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.406,19,MAVX2,jacobi2d,6,fullVec
3645,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.41,19,MAVX2,jacobi2d,7,fullVec
3646,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.409,19,MAVX2,jacobi2d,8,fullVec
3647,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.409,19,MAVX2,jacobi2d,9,fullVec
3648,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.411,19,MAVX2,jacobi2d,10,fullVec
3649,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.093,19,MAVX2,jacobi2d,1,serial
3650,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.064,19,MAVX2,jacobi2d,2,serial
3651,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.08,19,MAVX2,jacobi2d,3,serial
3652,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.064,19,MAVX2,jacobi2d,4,serial
3653,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.099,19,MAVX2,jacobi2d,5,serial
3654,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.089,19,MAVX2,jacobi2d,6,serial
3655,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.094,19,MAVX2,jacobi2d,7,serial
3656,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.074,19,MAVX2,jacobi2d,8,serial
3657,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.068,19,MAVX2,jacobi2d,9,serial
3658,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.057,19,MAVX2,jacobi2d,10,serial
3659,jvbench.canneal.CannealBenchmark.autoVec,2.497,19,MAVX2,canneal,1,autoVec
3660,jvbench.canneal.CannealBenchmark.autoVec,2.498,19,MAVX2,canneal,2,autoVec
3661,jvbench.canneal.CannealBenchmark.autoVec,2.499,19,MAVX2,canneal,3,autoVec
3662,jvbench.canneal.CannealBenchmark.autoVec,2.502,19,MAVX2,canneal,4,autoVec
3663,jvbench.canneal.CannealBenchmark.autoVec,2.501,19,MAVX2,canneal,5,autoVec
3664,jvbench.canneal.CannealBenchmark.autoVec,2.52,19,MAVX2,canneal,6,autoVec
3665,jvbench.canneal.CannealBenchmark.autoVec,2.511,19,MAVX2,canneal,7,autoVec
3666,jvbench.canneal.CannealBenchmark.autoVec,2.512,19,MAVX2,canneal,8,autoVec
3667,jvbench.canneal.CannealBenchmark.autoVec,2.511,19,MAVX2,canneal,9,autoVec
3668,jvbench.canneal.CannealBenchmark.autoVec,2.52,19,MAVX2,canneal,10,autoVec
3669,jvbench.canneal.CannealBenchmark.explicitVec,1.688,19,MAVX2,canneal,1,explicitVec
3670,jvbench.canneal.CannealBenchmark.explicitVec,1.742,19,MAVX2,canneal,2,explicitVec
3671,jvbench.canneal.CannealBenchmark.explicitVec,1.695,19,MAVX2,canneal,3,explicitVec
3672,jvbench.canneal.CannealBenchmark.explicitVec,1.692,19,MAVX2,canneal,4,explicitVec
3673,jvbench.canneal.CannealBenchmark.explicitVec,1.688,19,MAVX2,canneal,5,explicitVec
3674,jvbench.canneal.CannealBenchmark.explicitVec,1.72,19,MAVX2,canneal,6,explicitVec
3675,jvbench.canneal.CannealBenchmark.explicitVec,1.692,19,MAVX2,canneal,7,explicitVec
3676,jvbench.canneal.CannealBenchmark.explicitVec,1.697,19,MAVX2,canneal,8,explicitVec
3677,jvbench.canneal.CannealBenchmark.explicitVec,1.727,19,MAVX2,canneal,9,explicitVec
3678,jvbench.canneal.CannealBenchmark.explicitVec,1.702,19,MAVX2,canneal,10,explicitVec
3679,jvbench.canneal.CannealBenchmark.fullVec,1.653,19,MAVX2,canneal,1,fullVec
3680,jvbench.canneal.CannealBenchmark.fullVec,1.687,19,MAVX2,canneal,2,fullVec
3681,jvbench.canneal.CannealBenchmark.fullVec,1.651,19,MAVX2,canneal,3,fullVec
3682,jvbench.canneal.CannealBenchmark.fullVec,1.658,19,MAVX2,canneal,4,fullVec
3683,jvbench.canneal.CannealBenchmark.fullVec,1.69,19,MAVX2,canneal,5,fullVec
3684,jvbench.canneal.CannealBenchmark.fullVec,1.655,19,MAVX2,canneal,6,fullVec
3685,jvbench.canneal.CannealBenchmark.fullVec,1.656,19,MAVX2,canneal,7,fullVec
3686,jvbench.canneal.CannealBenchmark.fullVec,1.66,19,MAVX2,canneal,8,fullVec
3687,jvbench.canneal.CannealBenchmark.fullVec,1.697,19,MAVX2,canneal,9,fullVec
3688,jvbench.canneal.CannealBenchmark.fullVec,1.662,19,MAVX2,canneal,10,fullVec
3689,jvbench.canneal.CannealBenchmark.serial,2.483,19,MAVX2,canneal,1,serial
3690,jvbench.canneal.CannealBenchmark.serial,2.495,19,MAVX2,canneal,2,serial
3691,jvbench.canneal.CannealBenchmark.serial,2.499,19,MAVX2,canneal,3,serial
3692,jvbench.canneal.CannealBenchmark.serial,2.5,19,MAVX2,canneal,4,serial
3693,jvbench.canneal.CannealBenchmark.serial,2.484,19,MAVX2,canneal,5,serial
3694,jvbench.canneal.CannealBenchmark.serial,2.499,19,MAVX2,canneal,6,serial
3695,jvbench.canneal.CannealBenchmark.serial,2.49,19,MAVX2,canneal,7,serial
3696,jvbench.canneal.CannealBenchmark.serial,2.493,19,MAVX2,canneal,8,serial
3697,jvbench.canneal.CannealBenchmark.serial,2.531,19,MAVX2,canneal,9,serial
3698,jvbench.canneal.CannealBenchmark.serial,2.534,19,MAVX2,canneal,10,serial
3699,jvbench.axpy.AxpyBenchmark.autoVec,0.057,19,MAVX2,axpy,1,autoVec
3700,jvbench.axpy.AxpyBenchmark.autoVec,0.056,19,MAVX2,axpy,2,autoVec
3701,jvbench.axpy.AxpyBenchmark.autoVec,0.056,19,MAVX2,axpy,3,autoVec
3702,jvbench.axpy.AxpyBenchmark.autoVec,0.056,19,MAVX2,axpy,4,autoVec
3703,jvbench.axpy.AxpyBenchmark.autoVec,0.056,19,MAVX2,axpy,5,autoVec
3704,jvbench.axpy.AxpyBenchmark.autoVec,0.057,19,MAVX2,axpy,6,autoVec
3705,jvbench.axpy.AxpyBenchmark.autoVec,0.056,19,MAVX2,axpy,7,autoVec
3706,jvbench.axpy.AxpyBenchmark.autoVec,0.056,19,MAVX2,axpy,8,autoVec
3707,jvbench.axpy.AxpyBenchmark.autoVec,0.057,19,MAVX2,axpy,9,autoVec
3708,jvbench.axpy.AxpyBenchmark.autoVec,0.057,19,MAVX2,axpy,10,autoVec
3709,jvbench.axpy.AxpyBenchmark.explicitVec,0.057,19,MAVX2,axpy,1,explicitVec
3710,jvbench.axpy.AxpyBenchmark.explicitVec,0.056,19,MAVX2,axpy,2,explicitVec
3711,jvbench.axpy.AxpyBenchmark.explicitVec,0.057,19,MAVX2,axpy,3,explicitVec
3712,jvbench.axpy.AxpyBenchmark.explicitVec,0.057,19,MAVX2,axpy,4,explicitVec
3713,jvbench.axpy.AxpyBenchmark.explicitVec,0.056,19,MAVX2,axpy,5,explicitVec
3714,jvbench.axpy.AxpyBenchmark.explicitVec,0.058,19,MAVX2,axpy,6,explicitVec
3715,jvbench.axpy.AxpyBenchmark.explicitVec,0.057,19,MAVX2,axpy,7,explicitVec
3716,jvbench.axpy.AxpyBenchmark.explicitVec,0.057,19,MAVX2,axpy,8,explicitVec
3717,jvbench.axpy.AxpyBenchmark.explicitVec,0.057,19,MAVX2,axpy,9,explicitVec
3718,jvbench.axpy.AxpyBenchmark.explicitVec,0.056,19,MAVX2,axpy,10,explicitVec
3719,jvbench.axpy.AxpyBenchmark.fullVec,0.058,19,MAVX2,axpy,1,fullVec
3720,jvbench.axpy.AxpyBenchmark.fullVec,0.058,19,MAVX2,axpy,2,fullVec
